Company,Country,Date,Months,Time,Rocket,Mission,Rocket Status,Price,Mission Status,
RVSN USSR,Kazakhstan,2/19/1969,February,6:48:00 AM,Proton K/Block D,Luna-15a,Retired,"$27,197,780.00 ",Failure,
RVSN USSR,Kazakhstan,2/21/1969,February,9:18:00 AM,N1-L3,3L (Zond L1S-1),Retired,"$42,174,964.00 ",Failure,
General Dynamics,USA,2/25/1969,February,1:29:00 AM,Atlas-SLV3C Centaur-D,Mariner 6,Retired,"$28,196,397.00 ",Success,
RVSN USSR,Russia,2/25/1969,February,10:20:00 AM,Voskhod,Cosmos 266,Retired,"$33,960,991.00 ",Success,
RVSN USSR,Kazakhstan,2/26/1969,February,8:30:00 AM,Voskhod,Cosmos 267,Retired,"$26,620,261.00 ",Success,
NASA,USA,3/3/1969,February,4:00:00 PM,Saturn V,Apollo 9,Retired,"$27,503,562.00 ",Success,
US Air Force,USA,3/4/1969,February,7:30:00 PM,Titan IIIB,OPS 4248,Retired,"$17,910,966.00 ",Success,
RVSN USSR,Russia,3/5/1969,February,1:04:00 PM,Cosmos-2I (63SM),Cosmos 268,Retired,"$35,807,015.00 ",Success,
RVSN USSR,Russia,3/5/1969,March,5:25:00 PM,Cosmos-3M (11K65M),Cosmos 269,Retired,"$13,745,905.00 ",Success,
RVSN USSR,Russia,3/6/1969,March,12:15:00 PM,Voskhod,Cosmos 270,Retired,"$10,049,367.00 ",Success,
RVSN USSR,Russia,3/15/1969,March,12:15:00 PM,Voskhod,Cosmos 271,Retired,"$31,220,758.00 ",Success,
RVSN USSR,Russia,3/17/1969,March,4:40:00 PM,Cosmos-3M (11K65M),Cosmos 272,Retired,"$45,618,270.00 ",Success,
General Dynamics,USA,3/18/1969,March,7:47:00 AM,Atlas-E/F OV1,OV1-17/OV1-18/OV1-19,Retired,"$33,602,563.00 ",Success,
RVSN USSR,Russia,3/22/1969,March,12:15:00 PM,Voskhod,Cosmos 273,Retired,"$23,924,191.00 ",Success,
RVSN USSR,Kazakhstan,3/24/1969,March,10:10:00 AM,Voskhod,Cosmos 274,Retired,"$29,704,365.00 ",Success,
RVSN USSR,Russia,3/26/1969,March,12:30:00 PM,Vostok-2M,Meteor n†­12,Retired,"$14,963,432.00 ",Failure,
RVSN USSR,Kazakhstan,3/27/1969,March,10:40:00 AM,Proton K/Block D,M-69 N†­521,Retired,"$23,919,869.00 ",Failure,
General Dynamics,USA,3/27/1969,March,10:22:00 PM,Atlas-SLV3C Centaur-D,Mariner 7,Retired,"$19,925,205.00 ",Success,
RVSN USSR,Russia,3/28/1969,March,4:00:00 PM,Cosmos-2I (63SM),Cosmos 275,Retired,"$13,581,614.00 ",Success,
RVSN USSR,Kazakhstan,4/2/1969,March,10:33:00 AM,Proton K/Block D,M-69 ???522,Retired,"$30,941,054.00 ",Failure,
RVSN USSR,Russia,4/4/1969,March,10:20:00 AM,Voskhod,Cosmos 276,Retired,"$26,902,808.00 ",Success,
RVSN USSR,Russia,4/4/1969,March,1:00:00 PM,Cosmos-2I (63SM),Cosmos 277,Retired,"$37,038,737.00 ",Success,
RVSN USSR,Russia,4/9/1969,April,1:00:00 PM,Voskhod,Cosmos 278,Retired,"$17,796,817.00 ",Success,
RVSN USSR,Kazakhstan,4/11/1969,April,2:30:00 AM,Molniya-M /Block L,Molniya-1 n†­16,Retired,"$17,574,843.00 ",Success,
General Dynamics,USA,4/13/1969,April,2:30:00 AM,Atlas-SLV3A Agena-D,Canyon 2 (AFP-827),Retired,"$17,676,645.00 ",Success,
RVSN USSR,Kazakhstan,4/15/1969,April,8:14:00 AM,Voskhod,Cosmos 279,Retired,"$19,406,394.00 ",Success,
US Air Force,USA,4/15/1969,April,5:30:00 PM,Titan IIIB,OPS 5310,Retired,"$28,939,241.00 ",Success,
RVSN USSR,Kazakhstan,4/23/1969,April,9:55:00 AM,Voskhod,Cosmos 280,Retired,"$14,232,789.00 ",Success,
RVSN USSR,Russia,5/13/1969,April,9:15:00 AM,Voskhod,Cosmos 281,Retired,"$38,614,713.00 ",Partial Failure,
NASA,USA,5/18/1969,April,4:49:00 PM,Saturn V,Apollo 10,Retired,"$25,267,969.00 ",Success,
RVSN USSR,Russia,5/20/1969,April,8:40:00 AM,Voskhod,Cosmos 282,Retired,"$32,513,354.00 ",Success,
Martin Marietta,USA,5/23/1969,May,7:57:00 AM,Titan IIIC,"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Retired,"$12,549,112.00 ",Success,
RVSN USSR,Russia,5/27/1969,May,1:00:00 PM,Cosmos-2I (63SM),Cosmos 283,Retired,"$36,766,019.00 ",Success,
RVSN USSR,Kazakhstan,5/29/1969,May,6:59:00 AM,Voskhod,Cosmos 284,Retired,"$15,417,096.00 ",Success,
RVSN USSR,Russia,6/3/1969,May,12:57:00 PM,Cosmos-2I (63SM),Cosmos 285,Retired,"$33,669,646.00 ",Success,
US Air Force,USA,6/3/1969,May,4:49:00 PM,Titan IIIB,OPS 1077,Retired,"$27,632,985.00 ",Success,
RVSN USSR,Russia,6/12/1969,May,6:00:00 AM,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,"$42,808,898.00 ",Success,
RVSN USSR,Kazakhstan,6/14/1969,June,11:59:00 PM,Proton K/Block D,Luna-15b,Retired,"$36,457,577.00 ",Failure,
RVSN USSR,Russia,6/15/1969,June,8:59:00 AM,Voskhod,Cosmos 286,Retired,"$10,564,061.00 ",Success,
RVSN USSR,Kazakhstan,6/24/1969,June,6:50:00 AM,Voskhod,Cosmos 287,Retired,"$25,705,586.00 ",Success,
RVSN USSR,Kazakhstan,6/27/1969,June,6:59:00 AM,Voskhod,Cosmos 288,Retired,"$14,750,152.00 ",Success,
CECLES,Australia,7/3/1969,June,8:06:00 AM,Europa 1,STV-2,Retired,"$32,202,206.00 ",Failure,
RVSN USSR,Kazakhstan,7/3/1969,June,8:18:00 PM,N1-L3,5L (Zond L1S-2),Retired,"$20,309,002.00 ",Failure,
RVSN USSR,Russia,7/10/1969,June,9:00:00 AM,Voskhod,Cosmos 289,Retired,"$27,324,489.00 ",Success,
NASA,USA,7/16/1969,July,1:32:00 PM,Saturn V,Apollo 11,Retired,"$42,349,481.00 ",Success,
RVSN USSR,Russia,7/22/1969,July,12:30:00 PM,Voskhod,Cosmos 290,Retired,"$45,915,704.00 ",Success,
RVSN USSR,Kazakhstan,7/22/1969,July,12:55:00 PM,Molniya-M /Block L,Molniya-1 n†­18,Retired,"$17,242,955.00 ",Success,
RVSN USSR,Russia,7/23/1969,July,9:00:00 AM,Cosmos-2I (63SM),DS-P1-You #23,Retired,"$21,584,263.00 ",Failure,
RVSN USSR,Kazakhstan,8/6/1969,July,5:40:00 AM,Tsyklon-2,Cosmos 291,Retired,"$30,298,357.00 ",Success,
RVSN USSR,Kazakhstan,8/7/1969,July,11:48:00 PM,Proton K/Block D,Zond-7,Retired,"$26,371,408.00 ",Success,
General Dynamics,USA,8/12/1969,July,11:01:00 AM,Atlas-SLV3C Centaur-D,ATS-5,Retired,"$13,814,726.00 ",Success,
RVSN USSR,Russia,8/13/1969,August,10:00:00 PM,Cosmos-3M (11K65M),Cosmos 292,Retired,"$26,142,442.00 ",Success,
RVSN USSR,Kazakhstan,8/16/1969,August,11:59:00 AM,Voskhod,Cosmos 293,Retired,"$44,323,670.00 ",Success,
RVSN USSR,Russia,8/19/1969,August,1:00:00 PM,Voskhod,Cosmos 294,Retired,"$13,200,592.00 ",Success,
RVSN USSR,Russia,8/22/1969,August,2:14:00 PM,Cosmos-2I (63SM),Cosmos 295,Retired,"$35,594,147.00 ",Success,
US Air Force,USA,8/23/1969,August,4:00:00 PM,Titan III(23)B,OPS 7807,Retired,"$40,080,616.00 ",Success,
RVSN USSR,Kazakhstan,8/29/1969,August,9:05:00 AM,Voskhod,Cosmos 296,Retired,"$12,074,571.00 ",Success,
RVSN USSR,Russia,9/2/1969,August,11:00:00 AM,Voskhod,Cosmos 297,Retired,"$20,459,713.00 ",Success,
RVSN USSR,Kazakhstan,9/15/1969,August,4:00:00 PM,Tsyklon,Cosmos 298,Retired,"$25,344,506.00 ",Success,
RVSN USSR,Kazakhstan,9/18/1969,August,8:40:00 AM,Voskhod,Cosmos 299,Retired,"$33,935,502.00 ",Success,
UT, Japan,9/22/1969,September,,Lambda-IV S,Osumi,Retired,"$10,797,133.00 ",Failure,
RVSN USSR,Kazakhstan,9/23/1969,September,3:00:00 PM,Proton K/Block D,Cosmos 300 (luna-16a),Retired,"$38,202,053.00 ",Success,
RVSN USSR,Russia,9/24/1969,September,12:15:00 PM,Voskhod,Cosmos 301,Retired,"$12,049,408.00 ",Success,
RVSN USSR,Russia,10/6/1969,September,1:45:00 AM,Vostok-2M,Meteor n†­13,Retired,"$28,868,881.00 ",Success,
RVSN USSR,Kazakhstan,10/11/1969,September,11:10:00 AM,Soyuz,Soyuz 6,Retired,"$37,469,057.00 ",Success,
RVSN USSR,Kazakhstan,10/12/1969,September,10:44:00 AM,Soyuz,Soyuz 7,Retired,"$36,213,218.00 ",Success,
RVSN USSR,Kazakhstan,10/13/1969,October,10:19:00 AM,Soyuz,Soyuz 8,Retired,"$22,170,731.00 ",Success,
RVSN USSR,Russia,10/14/1969,October,1:19:00 PM,Cosmos-2I (63SM),Intercosmos-1,Retired,"$11,677,686.00 ",Success,
RVSN USSR,Russia,10/17/1969,October,11:45:00 AM,Voskhod,Cosmos 302,Retired,"$31,138,800.00 ",Success,
RVSN USSR,Russia,10/18/1969,October,10:00:00 AM,Cosmos-2I (63SM),Cosmos 303,Retired,"$11,211,889.00 ",Success,
RVSN USSR,Russia,10/21/1969,October,12:49:00 PM,Cosmos-3M (11K65M),Cosmos 304,Retired,"$22,765,354.00 ",Success,
RVSN USSR,Kazakhstan,10/22/1969,October,2:09:00 PM,Proton K/Block D,Cosmos 305 (Luna-16b),Retired,"$11,736,199.00 ",Failure,
RVSN USSR,Kazakhstan,10/24/1969,October,9:40:00 AM,Voskhod,Cosmos 306,Retired,"$31,390,769.00 ",Success,
RVSN USSR,Russia,10/24/1969,October,1:01:00 PM,Cosmos-2I (63SM),Cosmos 307,Retired,"$13,976,114.00 ",Success,
US Air Force,USA,10/24/1969,October,6:10:00 PM,Titan III(23)B,OPS 8455,Retired,"$43,630,354.00 ",Success,
Yuzhmash,Kazakhstan,11/1/1969,October,10:59:00 AM,Tsyklon-2,IS Mass Model,Retired,"$18,792,516.00 ",Success,
RVSN USSR,Russia,11/4/1969,October,12:00:00 PM,Cosmos-2I (63SM),Cosmos 308,Retired,"$16,199,144.00 ",Success,
RVSN USSR,Russia,11/12/1969,October,11:30:00 AM,Voskhod,Cosmos 309,Retired,"$30,282,557.00 ",Success,
NASA,USA,11/14/1969,November,4:22:00 PM,Saturn V,Apollo 12,Retired,"$39,090,664.00 ",Success,
RVSN USSR,Kazakhstan,11/15/1969,November,8:30:00 AM,Voskhod,Cosmos 310,Retired,"$25,973,831.00 ",Success,
CASC,China,11/16/1969,November,,Long March 1,Test flight,Retired,"$12,024,579.00 ",Failure,
RVSN USSR,Russia,11/24/1969,November,11:04:00 AM,Cosmos-2I (63SM),Cosmos 311,Retired,"$19,685,345.00 ",Success,
RVSN USSR,Russia,11/24/1969,November,4:49:00 PM,Cosmos-3M (11K65M),Cosmos 312,Retired,"$45,696,157.00 ",Success,
RVSN USSR,Kazakhstan,11/28/1969,November,9:00:00 AM,Proton K/Block D,Zond (L1E),Retired,"$34,627,348.00 ",Failure,
RVSN USSR,Russia,12/3/1969,November,1:20:00 PM,Voskhod,Cosmos 313,Retired,"$27,688,927.00 ",Success,
RVSN USSR,Russia,12/11/1969,November,12:59:00 PM,Cosmos-2I (63SM),Cosmos 314,Retired,"$11,624,473.00 ",Success,
RVSN USSR,Russia,12/20/1969,November,3:26:00 AM,Cosmos-3M (11K65M),Cosmos 315,Retired,"$14,839,923.00 ",Success,
RVSN USSR,Kazakhstan,12/23/1969,December,9:25:00 AM,Tsyklon-2,Cosmos 316,Retired,"$12,713,512.00 ",Success,
RVSN USSR,Russia,12/23/1969,December,1:50:00 PM,Voskhod,Cosmos 317,Retired,"$12,013,048.00 ",Success,
RVSN USSR,Russia,12/25/1969,December,9:59:00 AM,Cosmos-2I (63SM),Intercosmos-2,Retired,"$40,381,398.00 ",Success,
RVSN USSR,Russia,12/27/1969,December,2:20:00 PM,Cosmos-3M (11K65M),Ionosfernaya #1,Retired,"$43,274,563.00 ",Failure,
RVSN USSR,Kazakhstan,1/9/1970,December,9:20:00 AM,Voskhod,Cosmos 318,Retired,"$43,180,879.00 ",Success,
US Air Force,USA,1/14/1970,December,6:43:00 PM,Titan III(23)B,OPS 6531,Retired,"$24,649,719.00 ",Success,
RVSN USSR,Russia,1/15/1970,December,1:40:00 PM,Cosmos-2I (63SM),Cosmos 319,Retired,"$39,458,817.00 ",Success,
RVSN USSR,Russia,1/16/1970,January,10:59:00 AM,Cosmos-2I (63SM),Cosmos 320,Retired,"$26,998,494.00 ",Success,
RVSN USSR,Russia,1/20/1970,January,8:20:00 PM,Cosmos-2I (63SM),Cosmos 321,Retired,"$40,582,348.00 ",Success,
RVSN USSR,Russia,1/21/1970,January,12:00:00 PM,Voskhod,Cosmos 322,Retired,"$30,110,815.00 ",Success,
RVSN USSR,Russia,1/30/1970,January,3:40:00 PM,Cosmos-2I (63SM),DS-P1-I #6,Retired,"$17,493,640.00 ",Failure,
RVSN USSR,Kazakhstan,2/6/1970,January,4:16:00 AM,Proton K/Block D,Luna-16c,Retired,"$19,823,730.00 ",Failure,
RVSN USSR,Russia,2/10/1970,January,12:00:00 PM,Voskhod,Cosmos 323,Retired,"$44,984,387.00 ",Success,
UT, Japan,2/11/1970,January,4:25:00 AM,Lambda-IV S,Osumi,Retired,"$17,050,782.00 ",Success,
RVSN USSR,Russia,2/17/1970,February,6:57:00 PM,Molniya-M /Block L,Molniya-1 n†­17,Retired,"$14,038,755.00 ",Success,
RVSN USSR,Russia,2/27/1970,February,5:24:00 PM,Cosmos-2I (63SM),Cosmos 324,Retired,"$16,442,211.00 ",Success,
RVSN USSR,Russia,3/4/1970,February,12:14:00 PM,Voskhod,Cosmos 325,Retired,"$41,236,705.00 ",Success,
CNES,France,3/10/1970,February,3:20:00 PM,Diamant B,WIKA & MIKA,Retired,"$30,356,153.00 ",Success,
RVSN USSR,Russia,3/13/1970,February,8:00:00 AM,Voskhod,Cosmos 326,Retired,"$41,332,155.00 ",Success,
RVSN USSR,Russia,3/17/1970,March,11:10:00 AM,Vostok-2M,Meteor n†­14,Retired,"$17,954,787.00 ",Partial Failure,
RVSN USSR,Russia,3/18/1970,March,2:39:00 PM,Cosmos-2I (63SM),Cosmos 327,Retired,"$26,525,539.00 ",Success,
RVSN USSR,Russia,3/27/1970,March,11:45:00 AM,Voskhod,Cosmos 328,Retired,"$20,883,100.00 ",Success,
RVSN USSR,Russia,4/3/1970,March,8:30:00 AM,Voskhod,Cosmos 329,Retired,"$10,670,506.00 ",Success,
RVSN USSR,Russia,4/7/1970,March,11:10:00 AM,Cosmos-3M (11K65M),Cosmos 330,Retired,"$37,002,410.00 ",Success,
RVSN USSR,Kazakhstan,4/8/1970,March,10:15:00 AM,Voskhod,Cosmos 331,Retired,"$10,073,816.00 ",Success,
Martin Marietta,USA,4/8/1970,April,10:50:00 AM,Titan IIIC,Vela 11 & 12,Retired,"$26,360,774.00 ",Success,
RVSN USSR,Russia,4/11/1970,April,5:00:00 PM,Cosmos-3M (11K65M),Cosmos 332,Retired,"$10,474,933.00 ",Success,
NASA,USA,4/11/1970,April,7:13:00 PM,Saturn V,Apollo 13,Retired,"$18,149,859.00 ",Success,
RVSN USSR,Russia,4/15/1970,April,9:00:00 AM,Voskhod,Cosmos 333,Retired,"$28,819,126.00 ",Success,
US Air Force,USA,4/15/1970,April,3:52:00 PM,Titan III(23)B,OPS 2863,Retired,"$21,592,962.00 ",Success,
RVSN USSR,Russia,4/23/1970,April,1:20:00 PM,Cosmos-2I (63SM),Cosmos 334,Retired,"$44,483,387.00 ",Success,
CASC,China,4/24/1970,April,1:35:00 PM,Long March 1,Dong Fang Hong 1,Retired,"$38,317,330.00 ",Success,
RVSN USSR,Russia,4/24/1970,April,10:24:00 PM,Cosmos-2I (63SM),Cosmos 335,Retired,"$35,220,199.00 ",Success,
RVSN USSR,Russia,4/25/1970,April,5:09:00 PM,Cosmos-3M (11K65M),Cosmos 336 to 343,Retired,"$18,348,433.00 ",Success,
RVSN USSR,Russia,4/28/1970,April,10:50:00 AM,Vostok-2M,Meteor n†­15,Retired,"$17,588,491.00 ",Success,
RVSN USSR,Russia,5/12/1970,April,10:10:00 AM,Voskhod,Cosmos 344,Retired,"$10,735,724.00 ",Success,
RVSN USSR,Kazakhstan,5/20/1970,April,9:20:00 AM,Voskhod,Cosmos 345,Retired,"$13,142,904.00 ",Success,
RVSN USSR,Russia,5/22/1970,April,12:39:00 PM,Cosmos-2I (63SM),DS-P1-You #36,Retired,"$29,439,140.00 ",Failure,
Roscosmos,Kazakhstan,6/1/1970,May,7:00:00 PM,Soyuz,Soyuz 9,Retired,"$27,876,874.00 ",Success,
RVSN USSR,Kazakhstan,6/10/1970,May,9:30:00 AM,Voskhod,Cosmos 346,Retired,"$25,699,172.00 ",Success,
CECLES,Australia,6/12/1970,May,6:06:00 AM,Europa 1,STV-3,Retired,"$30,090,824.00 ",Failure,
RVSN USSR,Russia,6/12/1970,June,9:30:00 AM,Cosmos-2I (63SM),Cosmos 347,Retired,"$17,425,152.00 ",Success,
RVSN USSR,Russia,6/13/1970,June,4:59:00 AM,Cosmos-2I (63SM),Cosmos 348,Retired,"$15,938,584.00 ",Success,
RVSN USSR,Russia,6/17/1970,June,12:59:00 PM,Voskhod,Cosmos 349,Retired,"$42,027,759.00 ",Success,
General Dynamics,USA,6/19/1970,June,11:37:00 AM,Atlas-SLV3A Agena-D,AFP-720 (Rhyolite-1),Retired,"$11,670,447.00 ",Success,
RVSN USSR,Russia,6/23/1970,June,2:15:00 PM,Vostok-2M,Meteor n†­16,Retired,"$45,432,656.00 ",Success,
US Air Force,USA,6/25/1970,June,2:50:00 PM,Titan III(23)B,OPS 6820,Retired,"$34,809,083.00 ",Success,
RVSN USSR,Russia,6/26/1970,June,3:23:00 AM,Molniya-M /Block L,Molniya-1 n†­21,Retired,"$34,948,936.00 ",Success,
RVSN USSR,Kazakhstan,6/26/1970,June,12:00:00 PM,Voskhod,Cosmos 350,Retired,"$42,164,102.00 ",Success,
RVSN USSR,Russia,6/27/1970,June,7:39:00 AM,Cosmos-2I (63SM),Cosmos 351,Retired,"$15,066,461.00 ",Success,
RVSN USSR,Russia,6/27/1970,June,4:40:00 PM,Cosmos-3M (11K65M),Strela-2M satellite,Retired,"$14,306,272.00 ",Failure,
RVSN USSR,Kazakhstan,7/7/1970,June,10:30:00 AM,Voskhod,Cosmos 352,Retired,"$31,647,300.00 ",Success,
RVSN USSR,Russia,7/9/1970,June,1:35:00 PM,Voskhod,Cosmos 353,Retired,"$18,011,317.00 ",Success,
RVSN USSR,Russia,7/21/1970,June,12:30:00 PM,Voskhod,Zenit-4 n†­75,Retired,"$43,735,737.00 ",Failure,
RVSN USSR,Kazakhstan,7/28/1970,July,10:00:00 PM,Tsyklon,Cosmos 354,Retired,"$39,241,132.00 ",Success,
RVSN USSR,Russia,7/31/1970,July,2:00:00 AM,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,"$27,687,607.00 ",Success,
RVSN USSR,Russia,8/7/1970,July,2:59:00 AM,Cosmos-2I (63SM),Intercosmos-3,Retired,"$45,405,714.00 ",Success,
RVSN USSR,Russia,8/7/1970,July,9:30:00 AM,Voskhod,Cosmos 355,Retired,"$36,256,005.00 ",Success,
RVSN USSR,Russia,8/10/1970,July,7:59:00 PM,Cosmos-2I (63SM),Cosmos 356,Retired,"$16,705,662.00 ",Success,
RVSN USSR,Kazakhstan,8/17/1970,August,5:38:00 AM,Molniya-M /Block NVL,Venera 7,Retired,"$10,567,816.00 ",Success,
US Air Force,USA,8/18/1970,August,2:45:00 PM,Titan III(23)B,OPS 7874,Retired,"$40,035,052.00 ",Success,
RVSN USSR,Russia,8/19/1970,August,2:59:00 PM,Cosmos-2I (63SM),Cosmos 357,Retired,"$32,883,723.00 ",Success,
RVSN USSR,Russia,8/20/1970,August,2:30:00 PM,Cosmos-3M (11K65M),Cosmos 358,Retired,"$40,077,274.00 ",Partial Failure,
RVSN USSR,Kazakhstan,8/22/1970,August,5:06:00 AM,Molniya-M /Block NVL,Cosmos 359,Retired,"$35,743,323.00 ",Partial Failure,
RVSN USSR,Kazakhstan,8/29/1970,August,8:30:00 AM,Voskhod,Cosmos 360,Retired,"$45,837,794.00 ",Success,
General Dynamics,USA,9/1/1970,August,1:00:00 AM,Atlas-SLV3A Agena-D,AFP-827 (Canyon-3),Retired,"$10,079,626.00 ",Success,
RVSN USSR,Russia,9/8/1970,August,10:30:00 AM,Voskhod,Cosmos 361,Retired,"$40,002,416.00 ",Success,
RVSN USSR,Kazakhstan,9/12/1970,August,1:25:00 PM,Proton K/Block D,Luna-16,Retired,"$31,034,869.00 ",Success,
RVSN USSR,Russia,9/16/1970,September,12:00:00 PM,Cosmos-2I (63SM),Cosmos 362,Retired,"$42,044,340.00 ",Success,
RVSN USSR,Kazakhstan,9/17/1970,September,8:10:00 AM,Voskhod,Cosmos 363,Retired,"$32,604,360.00 ",Success,
ISAS, Japan,9/22/1970,September,5:00:00 AM,Mu-IV S,Shinsei,Retired,"$34,639,382.00 ",Failure,
RVSN USSR,Russia,9/22/1970,September,1:00:00 PM,Voskhod,Cosmos 364,Retired,"$40,721,883.00 ",Success,
RVSN USSR,Kazakhstan,9/25/1970,September,2:05:00 PM,Tsyklon,Cosmos 365,Retired,"$21,599,697.00 ",Success,
RVSN USSR,Russia,9/29/1970,September,8:14:00 AM,Molniya-M /Block L,Molniya-1 n†­19,Retired,"$35,350,162.00 ",Success,
RVSN USSR,Kazakhstan,10/1/1970,September,8:20:00 AM,Voskhod,Cosmos 366,Retired,"$34,951,620.00 ",Success,
RVSN USSR,Kazakhstan,10/3/1970,September,10:26:00 AM,Tsyklon-2,Cosmos 367,Retired,"$39,852,068.00 ",Success,
RVSN USSR,Kazakhstan,10/8/1970,September,12:39:00 PM,Voskhod,Cosmos 368,Retired,"$22,287,460.00 ",Success,
RVSN USSR,Russia,10/8/1970,October,3:10:00 PM,Cosmos-2I (63SM),Cosmos 369,Retired,"$29,474,269.00 ",Success,
RVSN USSR,Kazakhstan,10/9/1970,October,11:04:00 AM,Voskhod,Cosmos 370,Retired,"$12,632,473.00 ",Success,
RVSN USSR,Russia,10/12/1970,October,1:57:00 PM,Cosmos-3M (11K65M),Cosmos 371,Retired,"$16,700,427.00 ",Success,
RVSN USSR,Russia,10/14/1970,October,11:30:00 AM,Cosmos-2I (63SM),Intercosmos-4,Retired,"$40,943,032.00 ",Success,
RVSN USSR,Russia,10/15/1970,October,11:22:00 AM,Vostok-2M,Meteor n†­17,Retired,"$22,999,734.00 ",Success,
RVSN USSR,Russia,10/16/1970,October,3:00:00 PM,Cosmos-3M (11K65M),Cosmos 372,Retired,"$29,754,053.00 ",Success,
RVSN USSR,Kazakhstan,10/20/1970,October,5:38:00 AM,Tsyklon-2,Cosmos 373,Retired,"$15,028,988.00 ",Success,
RVSN USSR,Kazakhstan,10/20/1970,October,7:55:00 PM,Proton K/Block D,Zond-8,Retired,"$43,889,418.00 ",Success,
RVSN USSR,Kazakhstan,10/23/1970,October,4:42:00 AM,Tsyklon-2,Cosmos 374,Retired,"$45,723,560.00 ",Success,
US Air Force,USA,10/23/1970,October,5:40:00 PM,Titan III(23)B,OPS 7568,Retired,"$21,809,638.00 ",Success,
RVSN USSR,Kazakhstan,10/30/1970,October,2:36:00 AM,Tsyklon-2,Cosmos 375,Retired,"$44,530,450.00 ",Success,
RVSN USSR,Russia,10/30/1970,October,1:20:00 PM,Voskhod,Cosmos 376,Retired,"$22,180,565.00 ",Success,
RAE,Australia,11/2/1970,October,12:34:00 AM,Black Arrow,Orba,Retired,"$35,004,056.00 ",Failure,
Martin Marietta,USA,11/6/1970,October,10:35:00 AM,Titan III(23)C,OPS-5960 (IMEWS-1/DSP-1),Retired,"$44,284,666.00 ",Partial Failure,
RVSN USSR,Kazakhstan,11/10/1970,October,2:40:00 PM,Proton K/Block D,Luna-17,Retired,"$12,598,993.00 ",Success,
RVSN USSR,Kazakhstan,11/11/1970,November,9:20:00 AM,Voskhod,Cosmos 377,Retired,"$22,706,392.00 ",Success,
RVSN USSR,Russia,11/17/1970,November,,Cosmos-3M (11K65M),Cosmos 378,Retired,"$35,380,456.00 ",Success,
RVSN USSR,Kazakhstan,11/24/1970,November,5:15:00 AM,Soyuz L,Cosmos 379 (T2K Lunar Lander),Retired,"$10,006,637.00 ",Success,
RVSN USSR,Russia,11/24/1970,November,10:59:00 AM,Cosmos-2I (63SM),Cosmos 380,Retired,"$25,666,912.00 ",Success,
RVSN USSR,Russia,11/27/1970,November,3:47:00 PM,Molniya-M /Block L,Molniya-1 n†­23,Retired,"$19,575,681.00 ",Success,
General Dynamics,USA,11/30/1970,November,10:40:00 PM,Atlas-SLV3C Centaur-D,OAO-B,Retired,"$17,142,797.00 ",Failure,
RVSN USSR,Russia,12/2/1970,November,4:00:00 AM,Cosmos-3M (11K65M),Cosmos 381,Retired,"$35,199,350.00 ",Success,
RVSN USSR,Kazakhstan,12/2/1970,November,5:00:00 PM,Proton K/Block D,Cosmos 382 (L1E),Retired,"$32,636,726.00 ",Success,
RVSN USSR,Russia,12/3/1970,November,1:55:00 PM,Voskhod,Cosmos 383,Retired,"$36,341,468.00 ",Success,
RVSN USSR,Russia,12/10/1970,December,11:10:00 AM,Voskhod,Cosmos 384,Retired,"$30,452,874.00 ",Success,
ASI,Kenya,12/12/1970,December,10:53:00 AM,Scout B,Explorer 42,Retired,"$15,118,928.00 ",Success,
CNES,France,12/12/1970,December,12:00:00 PM,Diamant B,P??ole,Retired,"$39,661,564.00 ",Success,
RVSN USSR,Russia,12/12/1970,December,1:00:00 PM,Cosmos-3M (11K65M),Cosmos 385,Retired,"$24,317,443.00 ",Success,
RVSN USSR,Kazakhstan,12/15/1970,December,10:00:00 AM,Voskhod,Cosmos 386,Retired,"$42,771,605.00 ",Success,
RVSN USSR,Russia,12/16/1970,December,4:30:00 AM,Cosmos-3M (11K65M),Cosmos 387,Retired,"$12,191,484.00 ",Success,
RVSN USSR,Russia,12/18/1970,December,9:39:00 AM,Cosmos-2I (63SM),Cosmos 388,Retired,"$38,915,419.00 ",Success,
RVSN USSR,Russia,12/18/1970,December,4:15:00 PM,Vostok-2M,Cosmos 389,Retired,"$15,601,346.00 ",Success,
RVSN USSR,Russia,12/22/1970,December,9:30:00 PM,Cosmos-3M (11K65M),DS-P1-M #1,Retired,"$24,078,695.00 ",Failure,
RVSN USSR,Kazakhstan,12/25/1970,December,3:50:00 AM,Molniya-M /Block L,Molniya-1 n†­22,Retired,"$30,451,307.00 ",Success,
RVSN USSR,Kazakhstan,1/12/1971,December,9:30:00 AM,Voskhod,Cosmos 390,Retired,"$43,505,280.00 ",Success,
RVSN USSR,Russia,1/14/1971,December,12:00:00 PM,Cosmos-2I (63SM),Cosmos 391,Retired,"$11,924,192.00 ",Success,
RVSN USSR,Russia,1/20/1971,December,11:24:00 AM,Vostok-2M,Meteor n†­18,Retired,"$34,757,505.00 ",Success,
RVSN USSR,Kazakhstan,1/21/1971,January,8:40:00 AM,Voskhod,Cosmos 392,Retired,"$27,646,415.00 ",Success,
US Air Force,USA,1/21/1971,January,6:28:00 PM,Titan III(23)B,OPS 7776,Retired,"$34,766,249.00 ",Success,
